"id_transaksi","id_pelanggan","tanggal_transaksi","pedas","sayuran","metode_pembayaran"
2208,71,"2024-01-14",2,"tanpa sayur","cash"
2209,142,"2024-03-05",1,"sawi putih","qris"
2210,139,"2024-12-02",3,"tanpa sayur","cash"
2211,36,"2024-04-22",5,"sawi putih","debit"
2212,18,"2024-07-31",0,"sawi hijau","cash"
2213,38,"2024-07-04",3,"tanpa sayur","cash"
2214,139,"2024-02-04",5,"sawi putih","cash"
2215,38,"2024-03-07",0,"tanpa sayur","cash"
2216,9,"2024-10-01",2,"sawi hijau","cash"
2217,175,"2025-01-27",1,"tanpa sayur","qris"
2218,62,"2025-01-25",1,"sawi putih","debit"
2219,121,"2024-01-12",1,"sawi hijau","cash"
2220,63,"2024-12-09",2,"sawi putih","qris"
2221,149,"2024-07-07",3,"sawi putih","cash"
2222,159,"2024-05-23",1,"sawi hijau","cash"
2223,95,"2024-07-04",1,"sawi putih","cash"
2224,153,"2024-04-16",1,"sawi hijau","debit"
2225,51,"2024-09-14",2,"tanpa sayur","cash"
2226,77,"2024-09-30",0,"sawi hijau","cash"
2227,105,"2024-11-16",4,"sawi putih","cash"
2228,140,"2024-01-06",2,"sawi putih","qris"
2229,9,"2024-03-01",3,"sawi putih","cash"
2230,60,"2024-10-01",4,"sawi hijau","qris"
2231,24,"2024-11-28",3,"sawi putih","qris"
2232,19,"2024-05-20",1,"tanpa sayur","cash"
2233,142,"2024-06-21",3,"sawi putih","qris"
2234,48,"2025-01-05",1,"sawi putih","debit"
2235,96,"2024-09-11",4,"sawi putih","cash"
2236,205,"2024-08-09",2,"tanpa sayur","cash"
2237,80,"2024-06-20",3,"sawi hijau","cash"
2238,186,"2024-05-21",3,"sawi putih","cash"
2239,113,"2024-12-23",3,"sawi putih","cash"
2240,209,"2025-01-02",4,"tanpa sayur","cash"
2241,139,"2024-10-18",4,"sawi putih","cash"
2242,75,"2024-10-01",1,"sawi hijau","cash"
2243,149,"2024-10-31",0,"sawi hijau","cash"
2244,10,"2025-01-12",0,"sawi hijau","cash"
2245,157,"2024-01-27",3,"sawi hijau","cash"
2246,137,"2024-08-09",4,"sawi putih","qris"
2247,59,"2024-05-27",1,"sawi putih","cash"
2248,205,"2024-03-27",0,"tanpa sayur","debit"
2249,34,"2024-04-20",0,"sawi hijau","qris"
2250,86,"2024-03-09",2,"tanpa sayur","qris"
2251,127,"2025-01-02",0,"sawi putih","debit"
2252,149,"2024-06-05",2,"tanpa sayur","qris"
2253,153,"2025-01-06",3,"tanpa sayur","cash"
2254,126,"2024-01-08",2,"sawi putih","cash"
2255,182,"2024-01-08",0,"tanpa sayur","cash"
2256,44,"2024-03-06",3,"sawi putih","cash"
2257,51,"2024-03-31",1,"sawi hijau","cash"
2258,107,"2024-11-14",0,"tanpa sayur","debit"
2259,182,"2025-03-26",4,"sawi hijau","cash"
2260,2,"2025-02-08",1,"tanpa sayur","qris"
2261,155,"2025-03-06",3,"tanpa sayur","qris"
2262,183,"2024-01-23",2,"sawi hijau","cash"
2263,175,"2024-10-06",0,"sawi putih","cash"
2264,192,"2024-01-10",4,"sawi hijau","cash"
2265,154,"2024-02-05",2,"sawi putih","cash"
2266,161,"2025-02-05",5,"sawi hijau","qris"
2267,9,"2024-08-17",4,"sawi putih","cash"
2268,95,"2025-02-15",4,"tanpa sayur","cash"
2269,8,"2024-11-04",0,"sawi putih","qris"
2270,132,"2024-10-08",1,"sawi hijau","cash"
2271,54,"2024-11-05",1,"sawi putih","cash"
2272,168,"2024-06-24",3,"sawi putih","qris"
2273,188,"2024-03-20",3,"sawi putih","qris"
2274,187,"2024-12-11",1,"tanpa sayur","cash"
2275,17,"2025-02-26",5,"sawi putih","cash"
2276,155,"2025-01-18",5,"tanpa sayur","cash"
2277,116,"2024-12-07",2,"tanpa sayur","debit"
2278,175,"2025-01-30",1,"tanpa sayur","qris"
2279,150,"2024-01-30",2,"tanpa sayur","cash"
2280,85,"2024-01-09",1,"sawi hijau","qris"
2281,38,"2025-03-22",1,"sawi putih","cash"
2282,75,"2024-02-16",4,"sawi putih","qris"
2283,92,"2025-01-03",3,"sawi hijau","qris"
2284,183,"2024-11-08",3,"tanpa sayur","cash"
2285,88,"2024-11-20",2,"sawi putih","cash"
2286,10,"2024-08-11",0,"sawi hijau","cash"
2287,89,"2024-02-29",0,"tanpa sayur","qris"
2288,137,"2024-10-15",3,"sawi hijau","debit"
2289,26,"2024-02-24",5,"sawi putih","qris"
2290,27,"2024-02-17",0,"sawi hijau","cash"
2291,150,"2025-03-28",0,"sawi putih","debit"
2292,61,"2025-01-07",3,"tanpa sayur","cash"
2293,135,"2025-01-20",3,"sawi hijau","cash"
2294,5,"2025-02-25",0,"tanpa sayur","cash"
2295,93,"2024-08-30",1,"sawi hijau","cash"
2296,105,"2024-08-06",4,"sawi putih","qris"
2297,41,"2024-06-15",3,"sawi putih","cash"
2298,86,"2024-01-18",3,"sawi putih","qris"
2299,106,"2024-09-14",4,"sawi hijau","cash"
2300,17,"2025-01-30",0,"sawi hijau","cash"
2301,68,"2024-02-20",0,"sawi putih","qris"
2302,49,"2024-03-04",1,"sawi putih","transfer"
2303,172,"2024-02-18",0,"sawi putih","cash"
2304,143,"2025-03-28",4,"tanpa sayur","cash"
2305,40,"2024-11-25",0,"sawi hijau","qris"
2306,171,"2024-03-16",3,"tanpa sayur","qris"
2307,100,"2025-01-31",5,"sawi hijau","cash"
2308,25,"2024-11-28",2,"sawi putih","qris"
2309,198,"2024-07-13",4,"sawi putih","cash"
2310,142,"2025-01-21",4,"sawi hijau","cash"
2311,100,"2024-07-26",0,"tanpa sayur","qris"
2312,107,"2024-09-11",0,"sawi putih","cash"
2313,89,"2025-01-31",3,"sawi putih","qris"
2314,199,"2024-12-21",0,"tanpa sayur","qris"
2315,13,"2024-01-14",4,"sawi putih","cash"
2316,15,"2024-07-05",4,"sawi hijau","debit"
2317,140,"2024-08-18",0,"sawi putih","debit"
2318,19,"2024-07-13",4,"sawi putih","cash"
2319,186,"2024-06-19",0,"sawi putih","cash"
2320,195,"2024-01-15",1,"tanpa sayur","cash"
2321,182,"2024-04-17",3,"tanpa sayur","cash"
2322,140,"2024-03-31",1,"tanpa sayur","cash"
2323,81,"2025-03-30",0,"tanpa sayur","cash"
2324,188,"2025-02-19",0,"sawi hijau","debit"
2325,93,"2024-04-09",2,"sawi hijau","qris"
2326,171,"2024-09-02",4,"sawi hijau","qris"
2327,121,"2024-05-15",2,"sawi hijau","qris"
2328,138,"2024-12-31",1,"sawi putih","debit"
2329,93,"2024-07-05",0,"sawi hijau","cash"
2330,98,"2024-08-29",1,"sawi hijau","cash"
2331,188,"2025-03-01",1,"sawi hijau","cash"
2332,20,"2024-05-11",3,"sawi hijau","transfer"
2333,110,"2024-04-18",4,"tanpa sayur","cash"
2334,122,"2025-03-10",1,"sawi hijau","cash"
2335,184,"2024-11-28",4,"sawi putih","debit"
2336,171,"2024-08-21",1,"sawi hijau","cash"
2337,177,"2024-08-26",2,"sawi putih","cash"
2338,201,"2025-03-25",3,"sawi putih","transfer"
2339,82,"2024-01-27",1,"sawi hijau","cash"
2340,38,"2024-07-18",1,"sawi putih","cash"
2341,119,"2024-10-12",3,"sawi putih","cash"
2342,178,"2025-03-27",1,"sawi putih","cash"
2343,114,"2024-01-10",3,"tanpa sayur","cash"
2344,13,"2024-12-02",1,"tanpa sayur","cash"
2345,93,"2024-05-09",0,"tanpa sayur","cash"
2346,32,"2024-01-06",1,"sawi hijau","cash"
2347,208,"2024-11-22",1,"tanpa sayur","cash"
2348,139,"2024-03-16",4,"sawi putih","cash"
2349,198,"2024-01-14",5,"sawi putih","cash"
2350,156,"2025-02-15",5,"tanpa sayur","cash"
2351,10,"2024-02-09",1,"sawi putih","qris"
2352,27,"2024-10-18",1,"sawi hijau","cash"
2353,183,"2024-04-04",4,"sawi putih","cash"
2354,214,"2025-02-19",3,"sawi hijau","debit"
2355,54,"2024-06-21",4,"sawi hijau","transfer"
2356,9,"2025-01-09",3,"sawi hijau","cash"
2357,144,"2024-02-11",5,"sawi hijau","cash"
2358,155,"2024-11-17",4,"sawi putih","cash"
2359,142,"2025-03-19",0,"sawi hijau","qris"
2360,7,"2024-07-28",2,"tanpa sayur","qris"
2361,67,"2024-12-18",4,"tanpa sayur","debit"
2362,56,"2024-06-27",3,"sawi putih","cash"
2363,182,"2024-09-01",3,"sawi hijau","cash"
2364,51,"2024-04-29",5,"sawi putih","debit"
2365,53,"2024-09-04",4,"tanpa sayur","debit"
2366,81,"2024-01-08",3,"sawi hijau","qris"
2367,92,"2024-01-26",1,"sawi putih","cash"
2368,127,"2024-12-30",2,"sawi hijau","cash"
2369,162,"2024-11-06",3,"sawi hijau","qris"
2370,195,"2024-10-25",1,"sawi hijau","qris"
2371,172,"2024-02-15",2,"sawi hijau","qris"
2372,150,"2025-01-05",5,"sawi putih","cash"
2373,10,"2025-03-18",1,"sawi putih","cash"
2374,86,"2024-08-29",0,"tanpa sayur","cash"
2375,203,"2024-12-02",4,"sawi putih","cash"
2376,197,"2025-03-18",4,"tanpa sayur","qris"
2377,59,"2024-08-06",5,"sawi putih","cash"
2378,201,"2024-08-19",3,"sawi hijau","cash"
2379,114,"2025-03-24",3,"sawi putih","debit"
2380,21,"2025-03-09",3,"sawi putih","qris"
2381,211,"2024-12-22",1,"sawi putih","cash"
2382,24,"2024-06-22",4,"sawi putih","debit"
2383,96,"2024-04-27",2,"sawi hijau","cash"
2384,116,"2025-02-12",3,"sawi putih","cash"
2385,172,"2024-03-20",4,"tanpa sayur","cash"
2386,155,"2025-02-08",3,"sawi hijau","qris"
2387,86,"2025-03-06",4,"sawi putih","cash"
2388,174,"2025-01-03",4,"tanpa sayur","debit"
2389,204,"2024-07-09",1,"sawi hijau","qris"
2390,174,"2025-03-10",2,"tanpa sayur","cash"
2391,124,"2024-01-17",1,"sawi putih","qris"
2392,96,"2024-09-24",4,"sawi hijau","cash"
2393,162,"2024-05-30",0,"sawi putih","debit"
2394,113,"2024-10-13",3,"sawi hijau","cash"
2395,121,"2024-06-15",3,"sawi hijau","cash"
2396,53,"2024-03-05",0,"sawi putih","cash"
2397,34,"2024-04-12",3,"sawi putih","cash"
2398,124,"2024-01-08",1,"sawi hijau","debit"
2399,109,"2024-09-24",3,"sawi hijau","cash"
2400,16,"2025-01-19",4,"tanpa sayur","debit"
2401,104,"2024-11-10",3,"sawi putih","cash"
2402,7,"2025-01-21",3,"tanpa sayur","cash"
2403,5,"2024-06-19",5,"sawi putih","qris"
2404,195,"2024-03-19",0,"sawi putih","cash"
2405,124,"2024-09-02",4,"sawi putih","cash"
2406,211,"2024-03-04",2,"sawi putih","qris"
2407,62,"2024-03-10",4,"sawi putih","debit"
2408,44,"2024-01-10",0,"sawi hijau","cash"
2409,137,"2024-11-20",0,"sawi hijau","cash"
2410,198,"2024-06-15",2,"sawi putih","cash"
2411,172,"2024-02-29",4,"sawi hijau","qris"
2412,123,"2024-01-16",1,"tanpa sayur","qris"
2413,81,"2024-03-20",0,"sawi putih","qris"
2414,67,"2024-08-06",3,"tanpa sayur","qris"
2415,196,"2025-02-23",2,"sawi putih","cash"
2416,104,"2025-01-21",1,"sawi hijau","qris"
2417,208,"2025-03-27",2,"sawi hijau","qris"
2418,93,"2024-03-16",1,"sawi putih","qris"
2419,108,"2025-02-26",1,"tanpa sayur","qris"
2420,142,"2024-04-03",0,"sawi putih","qris"
2421,10,"2025-03-29",0,"tanpa sayur","transfer"
2422,140,"2024-03-31",0,"sawi hijau","qris"
2423,158,"2025-01-23",0,"sawi putih","cash"
2424,161,"2024-02-04",4,"sawi putih","cash"
2425,154,"2024-10-01",3,"sawi putih","qris"
2426,154,"2025-03-12",4,"tanpa sayur","cash"
2427,120,"2024-05-16",3,"tanpa sayur","qris"
2428,113,"2025-03-12",0,"sawi putih","cash"
2429,122,"2024-10-23",0,"tanpa sayur","cash"
2430,71,"2024-09-19",2,"sawi hijau","cash"
2431,102,"2024-10-28",0,"sawi hijau","cash"
2432,140,"2024-04-06",1,"sawi hijau","qris"
2433,169,"2024-09-10",1,"sawi putih","qris"
2434,197,"2025-03-19",0,"tanpa sayur","cash"
2435,183,"2024-12-22",0,"tanpa sayur","debit"
2436,116,"2025-03-10",0,"sawi putih","cash"
2437,7,"2024-11-26",0,"sawi putih","cash"
2438,15,"2024-04-30",0,"sawi putih","qris"
2439,86,"2024-06-21",4,"sawi hijau","debit"
2440,98,"2024-06-10",3,"sawi hijau","cash"
2441,138,"2025-02-08",4,"tanpa sayur","debit"
2442,174,"2024-04-29",3,"tanpa sayur","qris"
2443,99,"2024-03-20",0,"sawi putih","qris"
2444,133,"2024-08-09",3,"sawi putih","cash"
2445,71,"2024-01-18",3,"sawi putih","cash"
2446,16,"2024-08-30",0,"tanpa sayur","cash"
2447,183,"2024-12-07",0,"sawi hijau","cash"
2448,36,"2024-09-28",3,"tanpa sayur","cash"
2449,114,"2024-03-25",0,"tanpa sayur","debit"
2450,186,"2024-01-05",0,"sawi putih","cash"
2451,24,"2024-08-01",0,"sawi hijau","qris"
2452,48,"2024-01-27",3,"tanpa sayur","cash"
2453,157,"2024-04-25",0,"sawi putih","debit"
2454,86,"2024-02-20",4,"sawi hijau","cash"
2455,186,"2024-02-05",3,"tanpa sayur","cash"
2456,186,"2024-02-03",0,"sawi hijau","cash"
2457,99,"2025-03-29",3,"sawi putih","qris"
2458,24,"2025-01-28",4,"sawi hijau","qris"
2459,55,"2024-05-22",1,"sawi putih","debit"
2460,183,"2024-01-25",0,"sawi hijau","qris"
2461,51,"2024-07-24",1,"tanpa sayur","transfer"
2462,144,"2025-01-18",3,"sawi hijau","cash"
2463,202,"2024-10-27",3,"tanpa sayur","cash"
2464,142,"2024-01-25",3,"tanpa sayur","debit"
2465,15,"2024-12-08",0,"sawi putih","cash"
2466,111,"2024-08-15",1,"tanpa sayur","cash"
2467,115,"2024-09-15",4,"sawi hijau","cash"
2468,140,"2025-02-24",0,"sawi hijau","qris"
2469,129,"2024-12-07",4,"tanpa sayur","qris"
2470,119,"2025-01-09",3,"tanpa sayur","cash"
2471,176,"2025-02-26",0,"tanpa sayur","debit"
2472,100,"2025-03-27",3,"sawi putih","cash"
2473,127,"2024-04-04",1,"tanpa sayur","cash"
2474,140,"2024-02-19",1,"sawi hijau","cash"
2475,162,"2025-02-24",3,"tanpa sayur","debit"
2476,131,"2024-03-20",0,"sawi hijau","cash"
2477,135,"2024-03-20",4,"sawi hijau","cash"
2478,119,"2024-06-19",3,"sawi hijau","cash"
2479,14,"2024-04-12",2,"tanpa sayur","cash"
2480,34,"2024-11-08",1,"sawi putih","qris"
2481,171,"2024-01-29",0,"sawi hijau","cash"
2482,188,"2024-06-14",1,"sawi hijau","qris"
2483,119,"2024-04-09",4,"tanpa sayur","debit"
2484,30,"2024-01-29",3,"sawi putih","cash"
2485,121,"2024-05-09",5,"tanpa sayur","qris"
2486,77,"2024-02-06",4,"sawi putih","qris"
2487,9,"2024-09-25",0,"tanpa sayur","qris"
2488,19,"2025-01-11",3,"sawi putih","debit"
2489,15,"2024-04-29",1,"tanpa sayur","cash"
2490,184,"2024-04-10",0,"tanpa sayur","qris"
2491,2,"2025-01-30",1,"sawi putih","qris"
2492,49,"2024-11-21",1,"sawi putih","debit"
2493,5,"2024-12-25",1,"sawi hijau","debit"
2494,49,"2024-09-21",1,"tanpa sayur","cash"
2495,41,"2025-01-07",3,"sawi hijau","debit"
2496,84,"2024-07-31",4,"sawi putih","cash"
2497,42,"2024-12-30",1,"sawi hijau","qris"
2498,214,"2024-04-03",3,"sawi hijau","cash"
2499,186,"2024-12-11",1,"sawi putih","cash"
2500,105,"2024-06-29",0,"sawi hijau","cash"
2501,116,"2024-03-27",3,"sawi putih","cash"
2502,209,"2024-09-29",1,"sawi hijau","cash"
2503,26,"2024-07-28",4,"tanpa sayur","cash"
2504,194,"2024-09-03",3,"sawi putih","debit"
2505,209,"2024-04-12",0,"tanpa sayur","cash"
2506,105,"2024-11-04",0,"sawi hijau","qris"
2507,121,"2025-03-14",3,"tanpa sayur","qris"
2508,49,"2024-12-10",0,"tanpa sayur","cash"
2509,16,"2024-11-12",0,"tanpa sayur","cash"
2510,99,"2024-07-06",2,"tanpa sayur","debit"
2511,74,"2024-03-13",5,"sawi hijau","qris"
2512,168,"2024-09-30",4,"sawi putih","cash"
2513,175,"2024-05-07",4,"sawi putih","qris"
2514,92,"2024-05-05",2,"sawi hijau","cash"
2515,172,"2025-01-07",3,"sawi hijau","cash"
2516,51,"2024-08-29",4,"sawi hijau","cash"
2517,122,"2024-01-12",3,"tanpa sayur","cash"
2518,85,"2025-03-28",4,"tanpa sayur","cash"
2519,30,"2024-07-05",0,"sawi hijau","debit"
2520,34,"2024-04-02",3,"sawi putih","cash"
2521,114,"2025-01-14",1,"sawi putih","cash"
2522,38,"2024-01-14",4,"sawi putih","cash"
2523,209,"2025-01-25",5,"sawi hijau","cash"
2524,175,"2024-07-03",3,"sawi hijau","qris"
2525,93,"2024-11-08",2,"sawi hijau","qris"
2526,200,"2024-12-22",2,"sawi hijau","cash"
2527,44,"2024-12-13",2,"tanpa sayur","qris"
2528,201,"2024-04-18",0,"sawi hijau","debit"
2529,110,"2024-12-11",2,"sawi putih","qris"
2530,99,"2024-07-24",2,"tanpa sayur","cash"
2531,172,"2024-03-16",2,"tanpa sayur","cash"
2532,182,"2025-03-13",0,"sawi hijau","qris"
2533,132,"2024-09-17",0,"sawi hijau","qris"
2534,126,"2024-04-11",1,"tanpa sayur","qris"
2535,186,"2024-02-24",4,"sawi hijau","transfer"
2536,80,"2025-03-04",3,"tanpa sayur","cash"
2537,150,"2024-07-13",1,"tanpa sayur","cash"
2538,136,"2024-11-16",4,"sawi hijau","cash"
2539,40,"2024-01-28",3,"sawi putih","cash"
2540,138,"2024-12-20",1,"sawi putih","cash"
2541,142,"2024-02-12",1,"sawi putih","qris"
2542,114,"2024-09-17",3,"sawi putih","cash"
2543,183,"2025-01-05",4,"sawi hijau","cash"
2544,140,"2024-02-19",4,"sawi hijau","cash"
2545,142,"2024-12-19",0,"sawi hijau","debit"
2546,106,"2024-11-03",4,"sawi putih","debit"
2547,147,"2024-10-17",3,"sawi putih","cash"
2548,116,"2024-02-18",3,"sawi putih","debit"
2549,75,"2024-08-06",2,"sawi hijau","cash"
2550,147,"2024-01-22",5,"tanpa sayur","qris"
2551,87,"2024-03-17",3,"tanpa sayur","cash"
2552,135,"2024-09-28",4,"sawi putih","cash"
2553,35,"2025-02-20",5,"sawi putih","cash"
2554,78,"2025-01-15",4,"tanpa sayur","qris"
2555,40,"2024-06-11",4,"sawi hijau","debit"
2556,113,"2025-02-01",3,"sawi putih","qris"
2557,139,"2024-09-07",3,"sawi putih","qris"
2558,181,"2024-12-03",4,"sawi putih","debit"
2559,109,"2025-01-15",5,"sawi putih","debit"
2560,205,"2025-03-22",3,"sawi hijau","qris"
2561,116,"2024-07-30",4,"sawi putih","qris"
2562,35,"2024-01-09",4,"sawi hijau","cash"
2563,113,"2024-11-03",1,"sawi hijau","cash"
2564,199,"2025-01-15",1,"tanpa sayur","transfer"
2565,140,"2024-07-17",0,"tanpa sayur","cash"
2566,55,"2025-01-28",4,"sawi hijau","debit"
2567,153,"2024-10-23",1,"sawi putih","qris"
2568,188,"2024-04-16",0,"sawi hijau","transfer"
2569,4,"2025-02-22",0,"sawi putih","cash"
2570,138,"2025-01-27",3,"sawi hijau","qris"
2571,37,"2025-01-25",1,"sawi hijau","cash"
2572,142,"2024-11-17",3,"sawi putih","cash"
2573,17,"2024-02-15",4,"sawi hijau","cash"
2574,75,"2025-01-06",3,"sawi hijau","cash"
2575,198,"2025-01-23",3,"sawi putih","qris"
2576,166,"2024-11-22",3,"sawi putih","qris"
2577,184,"2024-02-10",0,"sawi putih","cash"
2578,19,"2024-08-23",3,"sawi putih","debit"
2579,171,"2024-02-12",1,"sawi hijau","cash"
2580,147,"2024-07-07",1,"sawi hijau","cash"
2581,78,"2024-08-01",3,"sawi hijau","cash"
2582,192,"2024-01-21",4,"tanpa sayur","debit"
2583,214,"2024-04-27",1,"sawi putih","cash"
2584,113,"2025-01-31",0,"sawi hijau","cash"
2585,77,"2024-11-06",0,"sawi hijau","cash"
2586,97,"2024-01-27",4,"sawi hijau","debit"
2587,3,"2024-11-03",0,"tanpa sayur","cash"
2588,61,"2024-07-27",0,"sawi hijau","qris"
2589,138,"2025-02-21",4,"sawi putih","qris"
2590,149,"2024-08-26",4,"tanpa sayur","qris"
2591,25,"2025-01-21",1,"sawi hijau","qris"
2592,133,"2024-09-30",4,"tanpa sayur","cash"
2593,119,"2024-11-20",1,"sawi hijau","cash"
2594,149,"2024-02-06",1,"sawi hijau","qris"
2595,208,"2025-02-07",1,"sawi hijau","qris"
2596,85,"2024-08-20",2,"sawi hijau","cash"
2597,154,"2024-06-14",4,"sawi putih","qris"
2598,148,"2024-02-29",4,"tanpa sayur","cash"
2599,36,"2025-01-20",5,"sawi putih","cash"
2600,139,"2024-06-24",3,"tanpa sayur","cash"
2601,116,"2024-04-21",1,"sawi hijau","qris"
2602,62,"2024-12-19",0,"sawi hijau","debit"
2603,44,"2024-11-09",2,"sawi hijau","cash"
2604,213,"2024-12-19",5,"sawi putih","debit"
2605,182,"2025-01-15",4,"tanpa sayur","qris"
2606,84,"2024-02-24",4,"sawi putih","qris"
2607,210,"2024-05-02",3,"sawi hijau","qris"
2608,96,"2024-03-17",3,"tanpa sayur","cash"
2609,36,"2024-03-29",4,"sawi hijau","qris"
2610,113,"2024-05-19",4,"tanpa sayur","qris"
2611,154,"2024-02-23",4,"sawi hijau","cash"
2612,41,"2024-10-14",5,"sawi putih","cash"
2613,102,"2024-11-24",4,"sawi putih","cash"
2614,99,"2024-02-25",4,"sawi putih","cash"
2615,184,"2024-05-11",3,"sawi hijau","qris"
2616,106,"2024-02-16",0,"sawi putih","cash"
2617,138,"2024-02-17",5,"sawi hijau","qris"
2618,169,"2024-05-07",0,"sawi putih","qris"
2619,134,"2024-09-10",3,"sawi putih","cash"
2620,116,"2024-11-20",3,"sawi hijau","cash"
2621,153,"2024-06-16",1,"sawi putih","cash"
2622,7,"2024-07-04",2,"tanpa sayur","cash"
2623,186,"2024-05-09",3,"sawi hijau","cash"
2624,22,"2024-03-27",3,"sawi hijau","cash"
2625,112,"2024-07-25",2,"sawi hijau","cash"
2626,26,"2024-05-07",2,"sawi putih","cash"
2627,56,"2024-09-18",5,"sawi putih","cash"
2628,201,"2025-01-07",1,"sawi hijau","cash"
2629,135,"2025-02-15",3,"sawi putih","cash"
2630,61,"2025-01-16",4,"sawi putih","qris"
2631,147,"2024-07-30",1,"sawi hijau","cash"
2632,30,"2025-01-10",1,"sawi hijau","cash"
2633,122,"2024-05-05",3,"sawi hijau","cash"
2634,126,"2024-03-13",1,"sawi putih","cash"
2635,36,"2025-01-05",0,"sawi putih","cash"
2636,95,"2024-07-26",1,"sawi putih","qris"
2637,41,"2024-11-27",3,"sawi hijau","cash"
2638,180,"2025-01-05",1,"sawi hijau","cash"
2639,187,"2024-06-19",0,"sawi hijau","qris"
2640,41,"2025-02-22",1,"sawi putih","qris"
2641,199,"2025-03-24",4,"sawi hijau","cash"
2642,211,"2024-09-16",4,"sawi hijau","qris"
2643,17,"2024-07-03",1,"sawi putih","debit"
2644,50,"2024-10-26",4,"tanpa sayur","debit"
2645,92,"2024-12-24",0,"tanpa sayur","cash"
2646,209,"2024-12-14",4,"sawi hijau","cash"
2647,53,"2024-08-19",4,"sawi putih","qris"
2648,5,"2024-09-15",0,"sawi putih","cash"
2649,169,"2024-09-05",4,"sawi hijau","cash"
2650,105,"2024-04-22",5,"sawi putih","qris"
2651,15,"2024-03-27",2,"sawi hijau","qris"
2652,162,"2024-01-29",0,"sawi putih","cash"
2653,35,"2025-03-18",0,"sawi hijau","qris"
2654,143,"2025-03-30",4,"sawi hijau","cash"
2655,55,"2024-12-12",0,"sawi hijau","cash"
2656,136,"2024-03-12",2,"sawi hijau","qris"
2657,111,"2024-08-06",3,"sawi hijau","cash"
2658,3,"2024-02-04",0,"sawi hijau","cash"
2659,105,"2024-03-20",5,"sawi putih","qris"
2660,61,"2024-01-12",0,"tanpa sayur","cash"
2661,198,"2024-07-14",0,"sawi putih","cash"
2662,166,"2024-05-27",2,"tanpa sayur","cash"
2663,65,"2024-03-20",1,"sawi putih","cash"
2664,199,"2025-01-04",5,"tanpa sayur","qris"
2665,24,"2025-02-12",1,"sawi putih","cash"
2666,53,"2024-04-04",2,"tanpa sayur","cash"
2667,174,"2024-08-13",1,"tanpa sayur","cash"
2668,9,"2024-08-29",2,"tanpa sayur","qris"
2669,95,"2024-09-26",3,"sawi hijau","cash"
2670,132,"2024-06-23",3,"sawi hijau","qris"
2671,145,"2024-02-14",1,"sawi putih","cash"
2672,6,"2024-09-23",1,"sawi hijau","debit"
2673,65,"2024-01-27",4,"sawi putih","qris"
2674,26,"2024-08-19",2,"tanpa sayur","cash"
2675,126,"2024-02-15",2,"tanpa sayur","cash"
2676,68,"2024-05-23",0,"sawi putih","cash"
2677,17,"2025-03-10",1,"sawi putih","cash"
2678,198,"2024-08-05",5,"sawi hijau","qris"
2679,14,"2024-12-07",1,"sawi putih","cash"
2680,131,"2024-03-10",4,"sawi hijau","cash"
2681,38,"2025-01-15",4,"sawi putih","qris"
2682,121,"2024-12-12",1,"tanpa sayur","cash"
2683,114,"2024-08-30",5,"sawi putih","qris"
2684,53,"2024-02-18",3,"tanpa sayur","cash"
2685,85,"2024-10-27",2,"tanpa sayur","cash"
2686,93,"2024-09-15",4,"tanpa sayur","cash"
2687,172,"2024-09-07",4,"sawi hijau","cash"
2688,101,"2024-04-02",4,"sawi hijau","qris"
2689,71,"2024-02-25",0,"tanpa sayur","qris"
2690,97,"2024-04-15",3,"sawi hijau","cash"
2691,19,"2025-02-26",3,"sawi hijau","qris"
2692,75,"2024-01-28",4,"tanpa sayur","cash"
2693,10,"2024-03-30",5,"sawi hijau","qris"
2694,41,"2025-01-31",4,"sawi putih","cash"
2695,171,"2024-08-19",4,"tanpa sayur","cash"
2696,84,"2024-04-21",0,"sawi hijau","qris"
2697,107,"2024-10-08",3,"tanpa sayur","cash"
2698,106,"2025-02-15",1,"sawi putih","cash"
2699,55,"2024-06-29",4,"sawi hijau","cash"
2700,155,"2024-11-07",0,"sawi putih","cash"
2701,103,"2024-11-07",0,"sawi hijau","qris"
2702,181,"2024-02-20",1,"sawi hijau","cash"
2703,61,"2025-01-11",1,"sawi putih","debit"
2704,77,"2024-08-16",1,"sawi putih","qris"
2705,117,"2024-06-15",4,"sawi putih","debit"
2706,29,"2024-03-20",1,"sawi hijau","qris"
2707,77,"2024-12-07",5,"tanpa sayur","qris"
2708,147,"2025-03-02",4,"tanpa sayur","cash"
2709,186,"2024-01-09",3,"tanpa sayur","transfer"
2710,146,"2024-11-26",1,"tanpa sayur","qris"
2711,209,"2024-04-29",5,"sawi hijau","cash"
2712,174,"2025-02-05",0,"tanpa sayur","qris"
2713,28,"2025-02-24",3,"tanpa sayur","cash"
2714,108,"2024-01-27",0,"sawi putih","debit"
2715,103,"2024-12-23",4,"sawi hijau","cash"
2716,149,"2024-09-03",3,"tanpa sayur","qris"
2717,166,"2025-02-06",0,"tanpa sayur","cash"
2718,84,"2024-03-11",1,"sawi putih","cash"
2719,75,"2024-04-25",4,"sawi putih","qris"
2720,1,"2024-11-03",0,"tanpa sayur","cash"
2721,115,"2024-10-27",5,"sawi hijau","cash"
2722,103,"2024-11-06",4,"sawi hijau","cash"
2723,61,"2024-11-01",2,"sawi putih","cash"
2724,203,"2024-11-20",0,"sawi hijau","cash"
2725,176,"2024-09-17",0,"sawi putih","qris"
